gene_id	WT1	WT2	WT3	Mutant1	Mutant2	Mutant3
CDIFF6300_035570	42	98	178	123	113	69
CDIFF6300_035580	6	6	24	23	19	10
CDIFF6300_035590	8	15	28	16	19	12
CDIFF6300_035600	4	6	14	9	15	6
CDIFF6300_035610	12	16	33	32	34	11
CDIFF6300_035620	0	4	2	3	2	1
CDIFF6300_035630	2	6	10	23	16	7
CDIFF6300_035640	18	41	97	78	81	49
CDIFF6300_035650	7	14	30	27	43	4
CDIFF6300_035660	600	1071	1575	1015	704	531
CDIFF6300_035670	555	954	1641	1169	816	572
CDIFF6300_035680	10	37	80	117	57	49
CDIFF6300_035690	7	6	27	126	155	140
CDIFF6300_035700	4	2	18	28	15	8
CDIFF6300_035710	737	820	1609	477	577	538
CDIFF6300_035720	12473	20735	38612	14046	12059	9482
CDIFF6300_035730	59	76	182	103	98	58
CDIFF6300_035740	27	51	78	54	40	24
CDIFF6300_035750	19	29	55	23	21	10
CDIFF6300_035760	1	2	3	2	4	1
CDIFF6300_035770	0	0	1	2	2	1
CDIFF6300_035780	89	200	293	236	174	137
CDIFF6300_035790	1086	2188	3544	2031	1303	620
CDIFF6300_035800	20835	36167	56649	24407	17149	10743
CDIFF6300_035810	319	558	1070	699	513	428
CDIFF6300_035820	1688	2709	4533	2462	1952	1206
CDIFF6300_035830	3491	5994	11437	8047	6420	3412
CDIFF6300_035840	502	1069	1947	1791	1308	637
CDIFF6300_035850	103	174	289	233	196	59
CDIFF6300_035860	79	165	306	239	134	80
CDIFF6300_035870	84	136	225	214	175	67
CDIFF6300_035880	141	180	410	281	193	116
CDIFF6300_035890	0	0	2	4	3	1
CDIFF6300_035900	0	0	0	2	3	3
CDIFF6300_035910	1	1	6	1	2	2
CDIFF6300_035920	3	3	10	2	7	5
CDIFF6300_035930	2	1	8	10	6	4
CDIFF6300_035940	15	19	45	85	73	64
CDIFF6300_035950	35	24	81	126	126	70
CDIFF6300_035960	134	125	255	66	43	23
CDIFF6300_035970	194	410	841	473	365	267
CDIFF6300_035980	1407	2531	4018	2537	2024	1036
CDIFF6300_035990	3030	5612	8416	5874	4395	2470
CDIFF6300_036000	44	102	178	270	240	112
CDIFF6300_036010	51	171	325	436	345	144
CDIFF6300_036020	19245	32566	57319	40795	29575	19781
CDIFF6300_036030	4228	6996	11891	9901	8102	6018
CDIFF6300_036040	5645	13356	20139	20156	15617	9632
CDIFF6300_036050	310	845	1528	2303	2084	1333
CDIFF6300_036060	569	1298	2399	3469	3199	1942
CDIFF6300_036070	207	368	619	375	314	158
CDIFF6300_036080	1175	2287	4715	3514	2886	1206
CDIFF6300_036090	120	199	437	610	493	285
CDIFF6300_036100	5	10	19	18	10	5
CDIFF6300_036110	809	1652	2470	2173	1498	991
CDIFF6300_036120	1401	2997	4069	3810	2497	1971
CDIFF6300_036130	306	737	1029	1154	789	635
CDIFF6300_036140	35	101	127	166	117	93
CDIFF6300_036150	323	860	1284	1203	722	557
CDIFF6300_036160	2591	5475	7956	7089	4912	3720
CDIFF6300_036170	146	291	586	559	543	236
CDIFF6300_036180	5	24	26	44	25	15
CDIFF6300_036190	22	51	81	141	122	71
CDIFF6300_036200	58	126	175	260	228	119
CDIFF6300_036210	1	5	15	19	11	4
CDIFF6300_036220	342	722	1355	856	673	370
CDIFF6300_036230	744	1354	2265	1254	1001	632
CDIFF6300_036240	7416	11976	22527	26612	24146	21869
CDIFF6300_036250	985	1438	2758	3670	3578	3208
CDIFF6300_036260	0	2	6	2	1	0
CDIFF6300_036270	2	2	8	1	0	0
CDIFF6300_036280	1	9	9	3	2	1
CDIFF6300_036290	28	45	177	205	172	55
CDIFF6300_036300	8	20	40	54	59	24
CDIFF6300_036310	29	85	141	253	272	203
CDIFF6300_036320	37	100	191	217	181	147
CDIFF6300_036330	16	18	39	92	74	42
CDIFF6300_036340	23	53	110	123	128	74
CDIFF6300_036350	4	7	13	8	14	9
CDIFF6300_036360	1	3	1	5	2	1
CDIFF6300_036370	2	1	4	5	4	3
CDIFF6300_036380	0	4	5	2	4	1
CDIFF6300_036390	0	0	0	0	0	1
CDIFF6300_036400	8	0	17	11	7	8
CDIFF6300_036410	1	4	4	8	5	3
CDIFF6300_036420	108	291	503	919	910	511
CDIFF6300_036430	1	2	1	2	0	1
CDIFF6300_036440	1	1	1	2	1	1
CDIFF6300_036450	5	2	12	5	4	5
CDIFF6300_036460	0	3	3	0	0	1
CDIFF6300_036470	0	0	0	0	0	0
CDIFF6300_036480	9	19	34	29	27	11
CDIFF6300_036490	36	70	115	148	86	51
CDIFF6300_036500	219	245	432	414	308	140
CDIFF6300_036510	15	6	21	6	9	3
CDIFF6300_036520	79	104	248	139	147	92
CDIFF6300_036530	3	10	22	17	9	17
CDIFF6300_036540	7	7	15	31	18	9
CDIFF6300_036550	8	14	39	23	28	7
CDIFF6300_036560	448	1133	2149	1684	1287	599
CDIFF6300_036570	262	484	764	612	464	251
CDIFF6300_036580	160	318	599	563	421	219
CDIFF6300_036590	22	49	124	80	73	63
CDIFF6300_036600	0	0	0	0	0	0
CDIFF6300_036610	27	44	66	43	44	15
CDIFF6300_036620	5	6	17	32	31	7
CDIFF6300_036630	14	49	76	111	87	62
CDIFF6300_036640	18	32	43	47	48	32
CDIFF6300_036650	17	19	26	38	20	25
CDIFF6300_036660	18	28	42	22	19	10
CDIFF6300_036670	174	389	648	459	406	228
CDIFF6300_036680	23	53	76	89	86	34
CDIFF6300_036690	16	37	67	61	56	39
CDIFF6300_036700	13	13	38	17	28	4
CDIFF6300_036710	0	1	0	3	2	0
CDIFF6300_036720	358	777	1707	2239	1921	876
CDIFF6300_036730	0	1	2	4	3	2
CDIFF6300_036740	968	1740	2918	1675	1237	919
CDIFF6300_036750	140	184	332	142	98	88
CDIFF6300_036760	124	162	299	148	109	87
CDIFF6300_036770	5	12	34	30	18	13
CDIFF6300_036780	45	93	143	138	106	75
CDIFF6300_036790	71	152	339	240	127	123
CDIFF6300_036800	1215	2203	4149	3111	2046	1583
CDIFF6300_036810	77	148	236	171	145	88
CDIFF6300_036820	31	53	72	75	64	41
CDIFF6300_036830	403	753	1292	1103	1176	571
CDIFF6300_036840	233	423	765	660	495	393
CDIFF6300_036850	1804	3272	5479	4427	3590	2548
CDIFF6300_036860	8	10	24	15	11	7
CDIFF6300_036870	3	6	9	14	3	6
CDIFF6300_036880	167	208	525	230	170	159
CDIFF6300_036890	62	117	201	243	157	143
CDIFF6300_036900	542	810	1474	1045	705	620
CDIFF6300_036910	690	968	1639	907	660	525
CDIFF6300_036920	24	52	84	73	49	46
CDIFF6300_036930	264	425	772	454	350	264
CDIFF6300_036940	202	307	497	283	208	164
CDIFF6300_036950	31	67	97	72	48	48
CDIFF6300_036960	272	461	784	591	380	283
CDIFF6300_036970	77	74	144	136	88	79
CDIFF6300_036980	19	32	50	41	25	35
CDIFF6300_036990	658	951	1786	1485	966	854
CDIFF6300_037000	2316	3356	5950	3391	2502	1968
CDIFF6300_037010	838	1101	2068	989	652	540
CDIFF6300_037020	563	788	1273	654	464	393
CDIFF6300_037030	206	312	566	273	176	154
CDIFF6300_037040	1837	2546	4257	2488	1737	1514
CDIFF6300_037050	284	451	716	633	505	272
CDIFF6300_037060	5781	10691	16974	12979	11159	5225
CDIFF6300_037070	1055	2021	3322	2764	2372	1145
CDIFF6300_037080	2825	5292	8590	6437	4878	3784
CDIFF6300_037090	208	442	621	1231	1002	797
CDIFF6300_037100	89	175	315	550	431	344
CDIFF6300_037110	167	381	558	705	610	406
CDIFF6300_037120	168	357	620	522	425	265
CDIFF6300_037130	59	140	243	245	162	73
CDIFF6300_037140	49	160	201	253	181	92
CDIFF6300_037150	325	482	943	403	299	185
CDIFF6300_037160	404	971	1503	1167	921	628
CDIFF6300_037170	1387	2823	4508	3382	2470	1617
CDIFF6300_037180	8159	17383	28884	19532	13543	10920
CDIFF6300_037190	12566	25561	40904	29829	20549	15181
CDIFF6300_037200	638	1208	2419	1927	1314	744
CDIFF6300_037210	99	248	349	443	362	195
CDIFF6300_037220	96	206	390	918	777	316
CDIFF6300_037230	1054	2189	3470	3638	2540	1799
CDIFF6300_037240	775	1481	2475	1999	1689	976
CDIFF6300_037250	14	34	56	43	25	33
CDIFF6300_037260	27	50	96	53	42	30
CDIFF6300_037270	1	1	2	4	5	2
CDIFF6300_037280	2	7	2	9	5	3
CDIFF6300_037290	2	3	7	20	7	3
CDIFF6300_037330	5	28	20	19	13	7
CDIFF6300_037340	2475	5221	11126	8064	6080	2296
CDIFF6300_037350	543	1401	2188	2023	1494	921
CDIFF6300_037360	115	453	630	999	718	407
CDIFF6300_037370	365	986	1531	1688	1206	596
CDIFF6300_037380	81	320	401	480	343	168
CDIFF6300_037390	50	163	233	376	297	117
CDIFF6300_037400	43	144	271	471	364	243
CDIFF6300_037410	50	204	353	463	360	198
CDIFF6300_037420	35	83	134	186	151	78
CDIFF6300_037430	6	14	18	77	50	26
CDIFF6300_037440	46	113	163	281	207	119
CDIFF6300_037450	31	59	109	214	159	80
CDIFF6300_037460	6	13	24	41	26	19
CDIFF6300_037470	5	6	14	20	18	10
CDIFF6300_037480	141	293	474	410	299	206
CDIFF6300_037490	428	1031	1714	1238	1008	601
CDIFF6300_037500	198	472	748	1030	723	497
CDIFF6300_037510	50	168	232	389	241	174
CDIFF6300_037520	11	55	90	194	114	83
CDIFF6300_037530	29	108	159	303	208	110
CDIFF6300_037540	296	814	1443	1358	946	431
CDIFF6300_037550	1	5	8	13	12	6
CDIFF6300_037560	52	47	105	459	565	421
CDIFF6300_037570	38	96	166	192	158	55
CDIFF6300_037580	32	72	119	118	88	68
CDIFF6300_037590	15	44	64	97	72	61
CDIFF6300_037600	30	66	137	113	95	57
CDIFF6300_037610	11	13	17	26	24	10
CDIFF6300_037620	2	5	10	21	11	6
CDIFF6300_037630	5	16	17	36	25	11
CDIFF6300_037640	4	12	31	36	22	15
CDIFF6300_037650	218	394	666	627	470	281
CDIFF6300_037660	185	331	569	517	368	241
CDIFF6300_037670	27	55	151	103	66	17
CDIFF6300_037680	3	5	6	8	6	2
CDIFF6300_037690	19	40	94	106	103	58
CDIFF6300_037700	57	188	299	400	350	169
CDIFF6300_037710	0	13	5	21	2	2
CDIFF6300_037720	0	1	0	0	1	0
CDIFF6300_037730	9	33	75	74	46	12
CDIFF6300_037740	377	618	1340	1091	1026	509
CDIFF6300_037750	303	588	987	665	423	267
CDIFF6300_037760	13	21	47	30	24	12
CDIFF6300_037770	10606	18475	35320	20257	14366	7918
CDIFF6300_037780	3957	6428	9994	5755	4237	2970
CDIFF6300_037790	1650	2997	4370	2913	2276	1345
CDIFF6300_037800	1245	2043	3622	1726	1260	952
CDIFF6300_037810	771	1251	2048	1056	703	562
CDIFF6300_037820	2511	4193	6569	3888	3039	2238
CDIFF6300_037830	543	922	1481	888	763	573
CDIFF6300_037840	249	425	735	564	530	412
CDIFF6300_037850	39	80	158	313	293	215
CDIFF6300_037860	2308	4296	7136	5154	3640	2563
CDIFF6300_037870	23673	42363	67591	53880	40673	27353
CDIFF6300_037880	8577	16275	24667	19815	14432	10903
CDIFF6300_037890	9386	18066	28063	25707	18549	12962
CDIFF6300_037900	831	1848	2849	2958	2012	1569
CDIFF6300_037910	1648	3194	4941	5004	3664	2438
CDIFF6300_037920	2744	5335	12204	9498	7318	3759
CDIFF6300_037930	1729	4236	7603	8084	6238	3187
CDIFF6300_037940	96	241	485	1240	1144	617
CDIFF6300_037950	1	7	18	19	16	5
CDIFF6300_037960	8	14	41	97	82	36
CDIFF6300_037970	14	31	49	33	41	23
CDIFF6300_037980	840	1684	3048	2718	2133	1004
CDIFF6300_037990	351	768	1220	1263	1047	528
CDIFF6300_038000	69	153	305	280	202	113
CDIFF6300_038010	176	335	563	770	574	297
CDIFF6300_038020	6	34	79	175	128	54
CDIFF6300_038030	311	639	1362	1660	1219	401
CDIFF6300_038040	12	29	61	125	92	32
CDIFF6300_038050	6	22	35	66	56	13
CDIFF6300_038060	486	694	1236	1485	1142	709
CDIFF6300_038070	1198	2155	3369	3327	2353	1154
CDIFF6300_038080	650	1125	1938	1661	1228	793
CDIFF6300_038090	903	1295	2347	1355	812	669
CDIFF6300_038100	15743	19753	36832	10267	6714	5842
CDIFF6300_038110	11	23	56	45	34	27
CDIFF6300_038120	23	53	126	201	160	72
CDIFF6300_038130	4	13	33	59	52	16
CDIFF6300_038140	11	44	78	157	131	71
CDIFF6300_038150	22	54	101	135	129	62
CDIFF6300_038160	773	1183	2661	4713	4558	1895
CDIFF6300_038170	676	1405	2256	2104	1620	922
CDIFF6300_038180	313	628	1103	886	696	319
CDIFF6300_038190	82	72	297	132	89	37
CDIFF6300_038200	495	862	1554	1461	1021	587
CDIFF6300_038210	480	925	1526	1667	1261	868
CDIFF6300_038220	7	22	40	81	51	26
CDIFF6300_038230	0	5	6	5	0	1
CDIFF6300_038240	33	92	153	173	101	109
CDIFF6300_038250	107	222	401	364	322	201
CDIFF6300_038260	46	96	156	182	151	95
CDIFF6300_038270	6	21	28	46	46	32
CDIFF6300_038280	7	26	32	53	47	39
CDIFF6300_038290	16	42	50	65	58	41
CDIFF6300_038300	16	42	77	116	77	34
CDIFF6300_038310	9	20	26	56	45	25
CDIFF6300_038320	19	47	93	123	113	59
CDIFF6300_038330	228	386	981	1135	914	308
CDIFF6300_038340	1558	3976	8251	7576	5563	1759
CDIFF6300_038350	218	527	852	1517	1185	747
CDIFF6300_038360	589	1014	2660	6520	6087	4333
CDIFF6300_038370	31	85	162	224	173	59
CDIFF6300_038380	2799	4640	7588	4896	3633	1431
CDIFF6300_038390	49	122	152	171	131	81
CDIFF6300_038400	28	56	111	77	57	29
CDIFF6300_038410	4503	6921	14021	9284	6875	2975
CDIFF6300_038420	139	96	167	58	37	27
CDIFF6300_038430	58	128	283	428	324	75
CDIFF6300_038440	5	21	20	70	49	6
CDIFF6300_038450	266	798	1147	1289	986	374
CDIFF6300_038460	157	455	682	797	561	222
CDIFF6300_038470	42	107	182	234	193	63
CDIFF6300_038480	35	65	94	62	47	28
CDIFF6300_038490	9	14	19	24	12	14
CDIFF6300_038500	3	5	9	8	6	2
CDIFF6300_038510	6	2	11	9	4	2
CDIFF6300_038520	1	7	7	11	3	4
CDIFF6300_038530	1	0	1	2	0	0
CDIFF6300_038540	0	2	6	4	2	0
CDIFF6300_038550	1	1	3	4	1	3
CDIFF6300_038560	1	3	2	4	6	3
CDIFF6300_038570	0	0	0	0	2	0
CDIFF6300_038580	0	0	0	1	0	1
CDIFF6300_038590	1918	3941	5995	4297	3028	2337
CDIFF6300_038600	4135	8027	12359	7550	5599	4125
CDIFF6300_038610	7	3	18	5	10	1
CDIFF6300_038620	1	1	3	8	7	2
CDIFF6300_038630	1461	3021	4938	3740	2907	1833
CDIFF6300_038640	1466	2848	5051	3684	3031	1659
CDIFF6300_038650	124	232	430	271	187	95
CDIFF6300_038660	16	59	94	130	80	47
CDIFF6300_038670	7	19	45	72	61	26
CDIFF6300_038680	437	827	1431	1059	771	409
CDIFF6300_038690	38	76	146	213	166	83
CDIFF6300_038700	24	44	88	144	101	51
CDIFF6300_038710	3	11	33	50	30	16
CDIFF6300_038720	35	14	80	62	38	12
CDIFF6300_038760	6	4	10	3	9	0
CDIFF6300_038770	4028	8346	13315	10609	8054	3839
CDIFF6300_038780	196	469	674	719	559	335
CDIFF6300_038790	59	154	264	269	214	118
CDIFF6300_038800	1443	2770	5037	3211	2333	1311
CDIFF6300_038810	937	1716	3387	1829	1322	858
CDIFF6300_038820	95	204	331	275	180	132
CDIFF6300_038830	2	15	34	36	35	15
CDIFF6300_038840	16167	25822	41333	28382	20257	11670
CDIFF6300_038850	78	190	261	331	317	194
CDIFF6300_038860	20	55	107	87	82	34
CDIFF6300_038870	23	74	120	119	99	28
CDIFF6300_038880	732	795	1826	323	303	128
CDIFF6300_038890	196	225	433	98	52	54
CDIFF6300_038900	195	444	728	845	648	223
CDIFF6300_038910	29	84	137	164	138	60
CDIFF6300_038920	877	755	1662	545	367	187
CDIFF6300_038930	1151	1284	3054	5475	5332	3470
CDIFF6300_038940	776	1267	1993	1306	1030	623
CDIFF6300_038950	215	452	760	602	458	330
CDIFF6300_038960	6	10	20	47	25	6
CDIFF6300_038970	52	83	212	285	262	83
CDIFF6300_038980	1	3	10	17	12	7
CDIFF6300_038990	2	4	2	10	2	3
CDIFF6300_039000	0	0	0	0	0	0
CDIFF6300_039010	9	8	25	21	15	6
CDIFF6300_039020	21	43	67	70	43	22
CDIFF6300_039030	15	23	53	39	23	19
CDIFF6300_039040	21	51	99	115	76	55
CDIFF6300_039050	0	9	12	14	8	2
CDIFF6300_039060	11	15	30	13	4	5
CDIFF6300_039070	69	174	292	351	326	122
CDIFF6300_039080	47	143	235	295	243	159
CDIFF6300_039090	294	641	1250	886	606	296
CDIFF6300_039100	166	296	593	613	418	373
CDIFF6300_039110	11	32	51	96	67	59
CDIFF6300_039120	12	20	34	47	20	24
CDIFF6300_039130	18	36	75	57	25	20
CDIFF6300_039140	2	2	3	5	2	5
CDIFF6300_039150	5081	8992	14805	8951	6403	5303
CDIFF6300_039160	515	908	1744	1163	821	576
CDIFF6300_039170	3184	5422	9997	5745	4279	4013
CDIFF6300_039180	101	223	328	362	323	195
CDIFF6300_039190	36	85	129	140	116	49
CDIFF6300_039200	332	732	1388	1258	920	422
CDIFF6300_039210	100	225	358	322	286	114
CDIFF6300_039220	1997	3090	5297	2651	1945	1043
CDIFF6300_039230	1525	3442	5087	4129	3010	2038
CDIFF6300_039240	16	26	44	96	69	32
CDIFF6300_039250	48	104	228	220	200	89
CDIFF6300_039260	108	252	479	405	320	164
CDIFF6300_039270	22	55	68	131	95	57
CDIFF6300_039280	6	18	13	18	11	10
CDIFF6300_039290	5	15	37	78	60	14
CDIFF6300_039300	104	274	428	521	393	139
CDIFF6300_039310	98	206	375	474	339	148
CDIFF6300_039320	25	48	94	111	80	41
CDIFF6300_039330	2539	3409	8120	14609	12903	5212
CDIFF6300_039340	29	86	129	108	98	47
CDIFF6300_039350	628	1427	2781	2464	1828	1039
CDIFF6300_039360	298	687	1330	1074	827	403
CDIFF6300_039370	113	242	518	774	660	296
CDIFF6300_039380	200	417	892	1367	1144	506
CDIFF6300_039390	3	12	18	33	32	8
CDIFF6300_039400	11	22	32	35	29	17
CDIFF6300_039410	280	646	1429	1764	1485	505
CDIFF6300_039420	129	233	428	318	219	150
CDIFF6300_039430	56	129	219	207	138	77
CDIFF6300_039440	110	204	360	305	189	106
CDIFF6300_039450	62	107	362	375	378	155
CDIFF6300_039460	57	78	245	209	183	95
CDIFF6300_039470	27	51	154	140	81	26
CDIFF6300_039480	9	44	67	71	66	26
CDIFF6300_039490	24	40	70	76	45	32
CDIFF6300_039500	5	19	25	21	18	14
CDIFF6300_039510	5	18	28	27	12	10
CDIFF6300_039520	204	355	658	679	510	327
CDIFF6300_039530	25	29	71	43	55	28
CDIFF6300_039540	15	21	30	24	26	17
CDIFF6300_039550	6	5	7	14	9	6
CDIFF6300_039560	9	22	36	29	21	16
CDIFF6300_039570	5	5	10	8	1	2
CDIFF6300_039580	6	19	24	24	14	10
CDIFF6300_039590	0	1	1	20	22	6
CDIFF6300_039600	0	1	8	5	5	0
CDIFF6300_039610	3	2	5	9	12	3
CDIFF6300_039620	0	0	0	0	0	0
CDIFF6300_039630	15	30	60	65	48	25
CDIFF6300_039640	2	5	10	10	8	6
CDIFF6300_039650	3	10	15	14	11	2
CDIFF6300_039660	26	27	50	42	32	19
CDIFF6300_039670	25	39	75	50	35	17
CDIFF6300_039680	89	131	323	138	115	71
CDIFF6300_039690	28	69	100	126	80	48
CDIFF6300_039700	34	60	100	75	72	28
CDIFF6300_039710	7	16	19	33	22	14
CDIFF6300_039720	5	4	8	12	13	4
CDIFF6300_039730	5	14	31	14	11	15
CDIFF6300_039740	17	23	66	41	27	19
CDIFF6300_039750	3	9	16	52	35	22
CDIFF6300_039760	25	80	90	94	79	54
CDIFF6300_039770	15	23	39	57	38	19
CDIFF6300_039780	34	71	139	191	166	131
CDIFF6300_039790	70	224	385	451	317	188
CDIFF6300_039800	16	48	99	155	173	61
CDIFF6300_039810	63	64	144	79	54	30
CDIFF6300_039820	54	133	224	442	342	245
CDIFF6300_039830	1388	2390	4115	6426	5051	4013
CDIFF6300_039880	1713	3195	4996	3221	2279	1170
CDIFF6300_039890	4	27	47	37	25	14
CDIFF6300_039900	1288	2206	3849	2928	2050	1370
CDIFF6300_039910	223	423	586	415	332	265
CDIFF6300_039920	210	387	698	605	409	247
CDIFF6300_039930	51	144	207	240	161	96
CDIFF6300_039940	27	64	66	86	127	106
CDIFF6300_039950	5416	9294	15172	12553	9472	4694
CDIFF6300_039960	6177	12848	18935	16830	13086	5624
CDIFF6300_039970	5945	11303	18594	16883	13450	6102
CDIFF6300_039980	222084	405823	644433	328677	238850	162545
CDIFF6300_039990	306	550	747	471	392	299
CDIFF6300_040000	196	419	570	411	283	229
CDIFF6300_040010	294	691	1032	826	617	549
CDIFF6300_040020	133	290	533	592	414	395
CDIFF6300_040030	3985	7735	19121	16172	14514	6990
CDIFF6300_040040	4448	6924	11530	5816	4342	3142
CDIFF6300_040050	936	1738	2642	1546	1164	940
CDIFF6300_040060	332	599	927	572	446	351
CDIFF6300_040070	67	167	394	467	386	231
CDIFF6300_040080	479	963	1518	1139	826	545
CDIFF6300_040090	1072	2188	2957	2480	1781	1094
CDIFF6300_040100	194	394	583	566	439	279
CDIFF6300_040110	498	1077	1793	1730	1385	766
CDIFF6300_040120	344	827	1272	1400	1149	573
CDIFF6300_040130	22	64	83	121	120	83
CDIFF6300_040140	5	8	36	37	40	25
CDIFF6300_040150	88	96	139	384	454	291
