gene_id	WT1	WT2	WT3	Mutant1	Mutant2	Mutant3
CDIFF6300_012420	82	201	308	392	335	198
CDIFF6300_012430	91	178	389	595	550	273
CDIFF6300_012440	18	34	67	121	103	74
CDIFF6300_012450	2	18	27	51	42	28
CDIFF6300_012460	112	183	526	883	805	386
CDIFF6300_012470	637	1311	2329	2153	1604	738
CDIFF6300_012480	488	802	1148	1199	1044	833
CDIFF6300_012490	1186	1899	3143	2801	2419	1705
CDIFF6300_012500	268	291	528	119	163	172
CDIFF6300_012510	168	246	422	143	135	118
CDIFF6300_012520	4	23	24	23	28	27
CDIFF6300_012530	42	49	92	51	26	28
CDIFF6300_012540	2279	3548	6611	4499	3625	2543
CDIFF6300_012550	152	232	408	164	114	87
CDIFF6300_012560	180	284	555	201	135	82
CDIFF6300_012570	190	260	631	234	155	114
CDIFF6300_012580	412	681	1144	985	748	520
CDIFF6300_012590	207	396	573	510	408	329
CDIFF6300_012600	396	729	1018	904	668	540
CDIFF6300_012610	545	825	1551	795	613	363
CDIFF6300_012620	46	58	100	73	51	33
CDIFF6300_012630	0	2	0	0	0	0
CDIFF6300_012640	1	2	4	0	2	0
CDIFF6300_012650	1	1	5	4	3	1
CDIFF6300_012660	8	14	18	17	9	10
CDIFF6300_012670	43	75	127	165	178	103
CDIFF6300_012680	147	219	365	328	249	79
CDIFF6300_012690	148	260	421	309	269	156
CDIFF6300_012700	18	49	92	81	55	19
CDIFF6300_012710	2	2	2	3	7	1
CDIFF6300_012720	9	16	40	16	14	13
CDIFF6300_012730	19	31	50	17	19	15
CDIFF6300_012740	0	0	2	1	0	0
CDIFF6300_012750	2	13	16	16	12	4
CDIFF6300_012760	2	2	3	3	0	0
CDIFF6300_012770	23	41	66	23	21	21
CDIFF6300_012780	11	28	33	17	16	10
CDIFF6300_012790	26	51	82	46	35	34
CDIFF6300_012800	4	3	6	3	3	5
CDIFF6300_012810	30	63	104	54	27	17
CDIFF6300_012820	15	28	44	18	13	7
CDIFF6300_012830	11	14	21	17	6	10
CDIFF6300_012840	70	73	134	55	47	30
CDIFF6300_012850	7	25	38	19	7	6
CDIFF6300_012860	4	5	14	6	3	2
CDIFF6300_012870	21	30	46	25	21	7
CDIFF6300_012880	8	8	21	7	10	1
CDIFF6300_012890	497	805	1163	823	616	495
CDIFF6300_012900	116	197	321	238	165	150
CDIFF6300_012910	166	295	709	480	411	201
CDIFF6300_012920	14	25	52	204	157	110
CDIFF6300_012930	70	134	185	225	132	78
CDIFF6300_012940	79	118	403	797	658	206
CDIFF6300_012950	5939	9783	24209	26183	21796	12146
CDIFF6300_012960	55	143	253	235	173	86
CDIFF6300_012970	1	0	4	14	10	9
CDIFF6300_012980	153	293	432	306	222	108
CDIFF6300_013000	694	1318	2048	1706	1295	995
CDIFF6300_013010	75	178	322	317	268	229
CDIFF6300_013020	44	135	214	262	210	162
CDIFF6300_013030	844	1676	2358	1679	1202	1042
CDIFF6300_013040	227	351	523	405	319	266
CDIFF6300_013050	40	51	98	82	75	41
CDIFF6300_013060	412	600	1201	1441	1220	741
CDIFF6300_013070	4686	9398	15742	12440	9224	5092
CDIFF6300_013080	1026	1738	2919	2246	1401	732
CDIFF6300_013090	3363	8969	13535	11888	7999	4975
CDIFF6300_013100	2071	5354	7795	6031	4173	2716
CDIFF6300_013110	2913	7550	10448	7738	5062	3397
CDIFF6300_013120	1483	3673	5085	4112	2780	1668
CDIFF6300_013130	1087	3066	4439	3610	2187	1521
CDIFF6300_013140	2339	7719	10586	11532	7847	5337
CDIFF6300_013150	59	153	298	392	312	153
CDIFF6300_013160	57	126	219	268	200	120
CDIFF6300_013170	2514	4203	7707	5707	4310	1971
CDIFF6300_013180	413	889	1307	1096	772	472
CDIFF6300_013190	67	170	297	289	228	141
CDIFF6300_013200	1479	3204	4733	4608	3435	2512
CDIFF6300_013210	1377	2738	5072	5783	5039	5090
CDIFF6300_013220	9354	12832	22535	13236	10537	9312
CDIFF6300_013230	4696	6367	11303	6689	4926	3814
CDIFF6300_013240	2106	3289	5445	3999	3026	2485
CDIFF6300_013250	1342	2069	3487	2367	1790	1377
CDIFF6300_013260	1	2	1	4	0	1
CDIFF6300_013270	18	25	62	35	24	12
CDIFF6300_013280	907	1733	2770	2555	2136	908
CDIFF6300_013290	19488	34193	60710	35481	25731	13201
CDIFF6300_013300	999	1716	2630	1840	1196	778
CDIFF6300_013310	649	1086	1556	1073	751	440
CDIFF6300_013320	782	1469	2047	1591	1173	810
CDIFF6300_013330	4369	8555	13580	10429	7896	3826
CDIFF6300_013340	2133	4252	6472	5276	4134	1813
CDIFF6300_013350	4252	7589	13089	9752	7825	3749
CDIFF6300_013360	355	761	1066	1199	876	360
CDIFF6300_013370	226	394	684	598	439	206
CDIFF6300_013380	4	19	33	64	60	19
CDIFF6300_013390	7	19	39	62	55	20
CDIFF6300_013400	7	11	18	25	16	16
CDIFF6300_013410	10	12	32	72	69	53
CDIFF6300_013420	53	184	221	308	241	86
CDIFF6300_013430	96	233	361	439	335	115
CDIFF6300_013440	531	1170	1657	1738	1259	748
CDIFF6300_013450	555	981	1450	1633	1172	679
CDIFF6300_013460	28	87	120	94	72	34
CDIFF6300_013470	12261	21743	34720	23359	16853	10930
CDIFF6300_013480	4643	8273	13030	9816	6669	4747
CDIFF6300_013490	3377	4854	9456	8131	6932	4339
CDIFF6300_013500	18	80	164	276	217	108
CDIFF6300_013510	134	280	518	704	513	235
CDIFF6300_013520	448	1053	1622	2097	1435	658
CDIFF6300_013530	1610	3317	5148	5531	4093	1678
CDIFF6300_013540	1253	2933	4277	6159	4391	2584
CDIFF6300_013550	841	2025	2865	4388	3077	1825
CDIFF6300_013560	418	904	1316	1648	1118	729
CDIFF6300_013570	9570	18043	28743	24368	17684	8123
CDIFF6300_013580	23	54	117	80	35	30
CDIFF6300_013590	69	155	293	273	196	142
CDIFF6300_013600	0	0	1	0	2	0
CDIFF6300_013610	0	0	3	0	0	0
CDIFF6300_013620	18	35	43	32	22	11
CDIFF6300_013630	18	21	45	45	51	43
CDIFF6300_013640	1044	2075	3467	2526	1887	1244
CDIFF6300_013650	138	160	325	253	188	125
CDIFF6300_013660	53	52	119	85	37	31
CDIFF6300_013670	29	25	60	44	31	22
CDIFF6300_013680	67	75	155	103	76	46
CDIFF6300_013690	83	72	172	88	63	59
CDIFF6300_013700	33	48	76	65	54	30
CDIFF6300_013710	52	51	110	96	78	45
CDIFF6300_013720	90	86	217	155	111	83
CDIFF6300_013730	345	366	655	857	755	541
CDIFF6300_013740	50	82	126	120	73	30
CDIFF6300_013750	29	32	86	102	76	23
CDIFF6300_013760	16	67	89	123	104	39
CDIFF6300_013770	6	13	20	21	14	1
CDIFF6300_013780	44	137	216	274	225	104
CDIFF6300_013790	66	135	227	248	199	101
CDIFF6300_013800	627	1151	2014	1733	1310	859
CDIFF6300_013810	43	83	174	256	180	115
CDIFF6300_013820	248	546	1000	988	762	421
CDIFF6300_013830	13	44	85	109	94	59
CDIFF6300_013840	67	94	291	227	171	88
CDIFF6300_013850	10	38	48	83	91	72
CDIFF6300_013860	1	0	3	4	6	5
CDIFF6300_013870	21450	31717	57013	35524	27239	17555
CDIFF6300_013880	85	263	376	477	407	215
CDIFF6300_013890	48	100	199	282	213	90
CDIFF6300_013900	93	230	305	377	274	134
CDIFF6300_013910	72	146	241	395	325	167
CDIFF6300_013920	232	494	796	995	738	466
CDIFF6300_013930	166	391	742	793	551	336
CDIFF6300_013940	6	7	27	21	21	17
CDIFF6300_013950	41	77	106	172	137	64
CDIFF6300_013960	317	560	1045	1092	803	422
CDIFF6300_013970	557	1205	2083	1957	1518	821
CDIFF6300_013980	713	1143	1981	1155	794	555
CDIFF6300_013990	273	513	902	744	595	325
CDIFF6300_014000	13	17	33	58	44	14
CDIFF6300_014010	781	1431	2329	2168	1546	717
CDIFF6300_014020	131	179	290	176	135	71
CDIFF6300_014030	286	360	736	408	331	198
CDIFF6300_014040	0	0	0	0	0	0
CDIFF6300_014050	0	0	0	0	0	0
CDIFF6300_014060	0	0	0	0	0	0
CDIFF6300_014070	0	0	0	0	0	0
CDIFF6300_014080	0	0	0	0	0	0
CDIFF6300_014090	0	0	0	0	0	0
CDIFF6300_014100	0	0	0	0	0	0
CDIFF6300_014110	0	0	0	0	0	0
CDIFF6300_014120	0	0	0	0	0	0
CDIFF6300_014130	0	0	0	0	0	0
CDIFF6300_014140	0	0	0	0	0	0
CDIFF6300_014150	0	0	0	0	0	0
CDIFF6300_014160	0	0	0	0	0	0
CDIFF6300_014170	0	0	0	0	0	0
CDIFF6300_014180	0	0	0	0	0	0
CDIFF6300_014190	0	0	0	0	0	0
CDIFF6300_014200	0	0	0	0	0	0
CDIFF6300_014210	0	0	0	0	0	0
CDIFF6300_014220	0	2	7	1	4	2
CDIFF6300_014230	1	2	2	5	2	9
CDIFF6300_014240	0	1	2	0	4	3
CDIFF6300_014250	1	1	3	6	4	1
CDIFF6300_014260	1536	2492	5579	6989	5530	2683
CDIFF6300_014270	1348	2182	4745	4274	3420	1731
CDIFF6300_014280	98	129	234	162	135	70
CDIFF6300_014290	118	246	355	471	428	335
CDIFF6300_014300	301	642	921	1018	741	814
CDIFF6300_014310	2326	3758	6222	3880	2742	2346
CDIFF6300_014320	411	743	1128	973	654	640
CDIFF6300_014330	2241	3922	6701	6954	5274	4430
CDIFF6300_014340	2867	4429	11203	7283	5603	2407
CDIFF6300_014350	3023	4366	12558	8914	6916	2546
CDIFF6300_014360	105	241	327	332	247	135
CDIFF6300_014370	58	121	219	390	275	139
CDIFF6300_014380	1152	1934	5135	6922	5529	2964
CDIFF6300_014390	167	319	616	549	436	176
CDIFF6300_014400	2167	3381	6172	5439	4320	2883
CDIFF6300_014410	68136	137996	214454	121357	85980	49873
CDIFF6300_014420	236	524	878	754	572	278
CDIFF6300_014430	49	135	202	226	164	81
CDIFF6300_014440	1291	2744	4450	2979	2054	1150
CDIFF6300_014450	3391	3609	7850	8712	8837	5187
CDIFF6300_014460	12	19	46	50	32	19
CDIFF6300_014470	8	25	45	37	19	18
CDIFF6300_014480	9	29	34	31	19	9
CDIFF6300_014490	9	26	40	36	22	17
CDIFF6300_014500	8	13	24	10	9	5
CDIFF6300_014510	6	8	7	3	6	2
CDIFF6300_014520	1	0	2	1	0	0
CDIFF6300_014530	4	6	7	7	9	5
CDIFF6300_014540	53	77	103	20	20	15
CDIFF6300_014550	1741	2538	4181	2234	1737	1205
CDIFF6300_014560	4980	7322	15197	8567	6723	4556
CDIFF6300_014570	35	64	103	100	71	55
CDIFF6300_014580	16	44	74	68	75	42
CDIFF6300_014590	65	115	219	282	255	173
CDIFF6300_014600	9401	17808	31137	20195	17216	10149
CDIFF6300_014610	8206	15165	28011	15413	12090	7332
CDIFF6300_014620	221	487	805	867	622	206
CDIFF6300_014630	3556	6963	10470	8507	6378	4381
CDIFF6300_014640	85	168	279	434	321	246
CDIFF6300_014650	1784	3868	6637	7544	5730	4543
CDIFF6300_014660	54	128	194	270	198	131
CDIFF6300_014670	568	638	1586	2743	2737	1581
CDIFF6300_014680	607	806	2461	2363	2324	1404
CDIFF6300_014690	4	14	24	30	21	8
CDIFF6300_014700	728	1451	2602	2465	1912	875
CDIFF6300_014710	2	2	3	2	1	1
CDIFF6300_014720	65	76	214	59	50	29
CDIFF6300_014730	23	45	78	69	61	29
CDIFF6300_014740	16	46	64	64	61	38
CDIFF6300_014750	12	25	51	103	88	23
CDIFF6300_014760	6	43	63	135	80	31
CDIFF6300_014770	38	76	135	202	172	55
CDIFF6300_014780	0	2	3	6	4	0
CDIFF6300_014790	66	74	218	46	54	31
CDIFF6300_014800	36	41	97	71	78	73
CDIFF6300_014810	512	832	1337	1003	734	528
CDIFF6300_014820	5	8	17	4	3	0
CDIFF6300_014830	0	0	1	2	1	0
CDIFF6300_014840	158	386	700	799	582	445
CDIFF6300_014850	383	913	1623	1536	1154	708
CDIFF6300_014860	509	1290	2337	2548	1949	895
CDIFF6300_014870	1815	2458	4730	2911	2164	1623
CDIFF6300_014880	16	46	49	91	59	21
CDIFF6300_014890	753	1450	2025	2153	1676	848
CDIFF6300_014900	242	400	558	507	375	243
CDIFF6300_014910	148	261	414	334	185	167
CDIFF6300_014920	10394	17136	25233	16573	11952	8591
CDIFF6300_014930	1474	2477	3715	2446	1658	1235
CDIFF6300_014940	4463	6383	16562	14491	12444	4601
CDIFF6300_014950	0	0	0	0	0	0
CDIFF6300_014960	851	1559	2529	2298	1531	1287
CDIFF6300_014970	63	178	299	377	305	161
CDIFF6300_014980	2	3	7	11	8	3
CDIFF6300_014990	274	439	1100	1286	1122	779
CDIFF6300_015000	113	155	312	277	186	124
CDIFF6300_015010	6807	12328	19573	15893	11596	6301
CDIFF6300_015020	15	27	57	36	36	26
CDIFF6300_015030	91	154	237	400	373	325
CDIFF6300_015040	17	26	53	82	69	45
CDIFF6300_015050	314	586	1017	1644	1343	816
CDIFF6300_015060	71	211	355	868	717	432
CDIFF6300_015070	414	909	1431	2227	1824	1057
CDIFF6300_015080	95	255	442	911	651	455
CDIFF6300_015090	410	879	1399	2253	1623	1111
CDIFF6300_015100	269	525	965	1029	729	409
CDIFF6300_015110	1113	1663	2777	2414	1942	1140
CDIFF6300_015120	3162	6000	9663	11350	8750	4398
CDIFF6300_015130	1401	2424	4369	2945	2282	1581
CDIFF6300_015140	473	659	1480	1134	970	376
CDIFF6300_015150	69	172	276	317	278	94
CDIFF6300_015160	138	429	606	926	629	399
CDIFF6300_015170	2065	4105	7533	6327	4939	2767
CDIFF6300_015180	379	672	1548	830	709	418
CDIFF6300_015190	47	116	179	171	147	89
CDIFF6300_015200	7	15	27	24	34	4
CDIFF6300_015210	265	430	850	486	446	258
CDIFF6300_015220	52620	82464	136127	80899	59311	37611
CDIFF6300_015230	55	135	213	226	191	102
CDIFF6300_015240	248	458	854	696	460	260
CDIFF6300_015250	11	15	25	45	35	17
CDIFF6300_015260	4644	7518	12386	6970	4967	3171
CDIFF6300_015270	50	111	203	239	160	46
CDIFF6300_015280	2	8	3	6	10	8
CDIFF6300_015290	46	64	105	85	67	36
CDIFF6300_015300	164	326	494	309	238	161
CDIFF6300_015310	155	250	422	282	245	145
CDIFF6300_015320	15	21	36	19	21	6
CDIFF6300_015330	12	23	50	18	23	11
CDIFF6300_015340	6	8	20	26	16	10
CDIFF6300_015350	10	32	70	75	51	43
CDIFF6300_015360	193	528	904	723	554	208
CDIFF6300_015370	11	12	14	9	8	4
CDIFF6300_015380	745	1518	3932	9691	8332	1692
CDIFF6300_015390	264	496	1302	1322	1104	389
CDIFF6300_015400	1239	2294	4658	5631	4273	1581
CDIFF6300_015410	8	17	35	62	20	33
CDIFF6300_015420	4	13	24	29	25	13
CDIFF6300_015430	15	28	57	61	73	53
CDIFF6300_015440	0	0	0	1	0	1
CDIFF6300_015450	2	0	4	6	2	3
CDIFF6300_015460	25	31	45	54	57	39
CDIFF6300_015470	38	63	63	126	97	63
CDIFF6300_015480	17	24	43	62	62	29
CDIFF6300_015490	20	43	41	90	45	23
CDIFF6300_015500	5	3	4	6	7	4
CDIFF6300_015510	54	58	131	223	142	129
CDIFF6300_015520	11	16	26	48	21	22
CDIFF6300_015530	45	71	93	179	132	113
CDIFF6300_015540	5	10	10	16	11	4
CDIFF6300_015550	5	8	20	26	17	29
CDIFF6300_015560	9	29	28	84	63	49
CDIFF6300_015570	10	12	21	33	17	24
CDIFF6300_015580	11	35	53	48	51	22
CDIFF6300_015590	143	226	323	427	333	258
CDIFF6300_015600	6	9	6	16	17	10
CDIFF6300_015610	3	9	10	13	9	5
CDIFF6300_015620	17	54	156	301	254	47
CDIFF6300_015630	165	583	1648	1911	1341	702
CDIFF6300_015640	8	19	13	14	7	15
CDIFF6300_015650	4	25	21	22	7	7
CDIFF6300_015660	27	31	93	96	92	57
CDIFF6300_015670	323	528	890	615	413	403
CDIFF6300_015680	5	10	33	16	19	11
CDIFF6300_015690	535	773	1390	813	597	420
CDIFF6300_015700	105	226	431	434	362	150
CDIFF6300_015710	7	30	49	138	110	28
CDIFF6300_015720	193	513	815	906	663	304
CDIFF6300_015730	265	532	828	714	562	323
CDIFF6300_015740	1327	2484	4163	3011	2232	1417
CDIFF6300_015750	9	54	81	82	90	27
CDIFF6300_015760	39	104	212	134	105	103
CDIFF6300_015770	39	92	164	112	89	83
CDIFF6300_015780	196	310	586	295	254	263
CDIFF6300_015790	163	161	588	520	482	237
CDIFF6300_015800	43	99	227	166	109	45
CDIFF6300_015810	283	587	1041	824	577	252
CDIFF6300_015820	46	308	290	250	54	44
CDIFF6300_015830	510	975	1441	1416	1092	670
CDIFF6300_015840	73	138	307	198	134	61
CDIFF6300_015850	10	15	33	21	15	7
CDIFF6300_015860	33	67	104	59	48	19
CDIFF6300_015870	151	287	561	450	298	131
CDIFF6300_015880	190	516	871	702	429	222
CDIFF6300_015890	3	3	18	11	8	2
CDIFF6300_015900	497	844	1250	905	757	464
CDIFF6300_015910	21876	42474	74584	60272	40452	25762
CDIFF6300_015920	7652	14684	25971	16080	10530	5845
CDIFF6300_015930	213	492	788	645	424	210
CDIFF6300_015940	7	32	43	71	48	28
CDIFF6300_015950	62	117	176	136	96	60
CDIFF6300_015960	115	233	421	287	232	92
CDIFF6300_015970	858	1618	2155	1754	1153	643
CDIFF6300_015980	1085	1891	2524	1866	1289	814
CDIFF6300_015990	4	30	26	54	31	8
CDIFF6300_016000	33	81	162	132	110	56
CDIFF6300_016010	6	8	16	13	18	4
CDIFF6300_016020	107	213	402	296	232	70
CDIFF6300_016030	8	279	212	101	12	5
CDIFF6300_016040	1	1	0	0	5	1
CDIFF6300_016050	727	1146	2127	1991	1963	1159
CDIFF6300_016060	27	60	93	72	54	25
CDIFF6300_016070	2	0	1	1	2	1
CDIFF6300_016080	47	57	207	196	141	54
CDIFF6300_016090	79	195	347	433	357	265
CDIFF6300_016100	38	129	171	175	113	97
CDIFF6300_016110	83	233	336	376	246	186
CDIFF6300_016120	1	11	10	19	10	6
CDIFF6300_016130	3	4	14	9	7	2
CDIFF6300_016140	118	170	566	461	408	114
CDIFF6300_016150	255	471	1102	942	772	360
CDIFF6300_016160	68	157	231	219	200	114
CDIFF6300_016170	30	37	90	60	47	27
CDIFF6300_016180	0	0	0	0	2	4
CDIFF6300_016190	3	14	18	24	10	19
CDIFF6300_016200	139	137	310	85	69	22
CDIFF6300_016210	11	28	42	68	55	32
CDIFF6300_016220	7	20	30	48	31	22
CDIFF6300_016230	54	74	119	64	39	27
CDIFF6300_016240	4	12	28	48	42	27
CDIFF6300_016250	11	29	47	85	72	65
CDIFF6300_016260	485	1040	1629	1302	997	683
CDIFF6300_016270	433	922	1486	1196	953	640
CDIFF6300_016280	271	590	956	816	537	399
CDIFF6300_016290	7	9	18	39	27	12
CDIFF6300_016300	10	24	39	65	54	10
CDIFF6300_016310	101	168	343	242	195	97
CDIFF6300_016320	10	14	11	39	51	48
CDIFF6300_016330	18	47	56	91	66	39
CDIFF6300_016340	24	50	53	70	58	38
CDIFF6300_016350	9	46	71	132	104	52
CDIFF6300_016360	105	232	432	485	374	185
CDIFF6300_016370	13	39	76	128	77	55
CDIFF6300_016380	7	27	52	100	80	60
CDIFF6300_016390	103	248	330	624	509	290
CDIFF6300_016400	144	336	549	986	754	393
CDIFF6300_016410	23	83	167	325	214	127
CDIFF6300_016420	70	199	276	514	404	217
CDIFF6300_016430	201	558	970	1517	1155	590
CDIFF6300_016440	128	295	470	608	524	384
CDIFF6300_016450	1559	2671	5284	4525	3499	2019
CDIFF6300_016460	5	21	44	50	44	25
CDIFF6300_016470	127	293	433	430	289	188
CDIFF6300_016480	278	467	794	622	422	232
CDIFF6300_016490	251	544	1489	1527	1099	565
CDIFF6300_016500	156	221	414	301	236	134
CDIFF6300_016510	42	118	165	169	115	101
CDIFF6300_016520	16	27	45	79	67	55
CDIFF6300_016530	17	23	61	80	57	29
CDIFF6300_016540	0	0	3	8	5	2
CDIFF6300_016550	2	7	9	23	19	5
CDIFF6300_016560	3	2	5	11	15	8
CDIFF6300_016570	36	55	87	104	59	46
CDIFF6300_016580	895	1830	3158	2657	2096	1207
CDIFF6300_016590	23205	42879	64348	39349	29429	21813
CDIFF6300_016600	6	8	34	96	81	48
CDIFF6300_016610	815	1500	2501	1836	1251	869
CDIFF6300_016620	9	13	59	95	48	37
CDIFF6300_016630	22	40	73	92	50	35
CDIFF6300_016640	16673	28817	75711	74300	60451	36500
CDIFF6300_016650	11	34	53	54	51	38
CDIFF6300_016660	247	441	833	694	542	411
CDIFF6300_016670	26	20	60	79	106	108
CDIFF6300_016680	187	242	437	362	475	542
CDIFF6300_016690	47839	66412	121787	45119	42622	40249
CDIFF6300_016700	9101	10786	19479	7132	7679	6172
CDIFF6300_016710	54	154	260	304	232	131
CDIFF6300_016720	22	82	124	129	101	54
CDIFF6300_016730	61	113	129	169	137	48
CDIFF6300_016740	6749	12564	21255	17423	11953	6899
CDIFF6300_016750	117	188	474	138	134	109
CDIFF6300_016760	57	57	114	32	7	13
CDIFF6300_016770	3	7	12	7	5	7
CDIFF6300_016780	6	12	17	18	19	4
CDIFF6300_016790	21	49	54	97	56	32
CDIFF6300_016800	26	41	83	102	97	27
CDIFF6300_016810	680	1118	2191	1251	942	557
CDIFF6300_016820	88	158	318	436	362	307
CDIFF6300_016830	46	83	138	196	126	95
CDIFF6300_016840	1014	1887	3226	2227	1849	1426
CDIFF6300_016850	1673	3331	5405	4368	3429	2327
CDIFF6300_016860	2864	4941	8405	5306	4122	2247
CDIFF6300_016870	120	166	380	485	451	135
CDIFF6300_016880	364	793	1398	3310	3100	1736
CDIFF6300_016890	1030	1524	4443	4377	3731	1200
CDIFF6300_016900	0	0	0	0	0	0
CDIFF6300_016910	45	93	143	203	152	73
CDIFF6300_016920	1	4	5	5	12	8
CDIFF6300_016930	27	41	85	72	52	50
CDIFF6300_016940	10	43	73	76	28	35
CDIFF6300_016950	157	279	464	380	209	102
CDIFF6300_016960	22	46	83	69	83	45
CDIFF6300_016970	2	7	3	3	8	1
CDIFF6300_016980	13	31	53	69	53	38
CDIFF6300_016990	31	48	102	81	74	37
CDIFF6300_017000	2379	4352	7761	4256	3316	2120
CDIFF6300_017010	165	121	377	171	137	35
CDIFF6300_017020	42	41	151	397	352	145
CDIFF6300_017030	831	1595	2708	1392	1100	1106
CDIFF6300_017040	1006	1718	2922	1545	1137	1068
CDIFF6300_017050	197	487	798	611	344	432
CDIFF6300_017060	231	449	805	539	431	247
CDIFF6300_017070	0	0	0	0	0	0
CDIFF6300_017080	4	8	19	31	27	6
CDIFF6300_017090	224	365	622	416	325	196
CDIFF6300_017100	8	10	21	12	14	6
CDIFF6300_017110	226	365	718	557	378	165
CDIFF6300_017120	9	7	33	21	15	14
CDIFF6300_017130	3384	6517	10065	7379	5416	2886
CDIFF6300_017140	611	1334	2136	2515	1959	915
CDIFF6300_017150	510	1171	1868	2722	2105	816
CDIFF6300_017160	20833	34972	79785	59718	41975	28766
CDIFF6300_017170	89	174	318	367	267	186
CDIFF6300_017180	2691	4163	6734	4509	3406	2061
CDIFF6300_017190	1494	3250	5265	3855	2855	1935
CDIFF6300_017200	239	543	966	1072	820	587
CDIFF6300_017210	368	872	1478	1554	1302	623
CDIFF6300_017220	5	15	29	42	29	10
CDIFF6300_017230	2	6	5	19	15	7
CDIFF6300_017240	0	2	1	2	1	1
CDIFF6300_017250	4	7	7	11	1	4
CDIFF6300_017260	693	1274	2910	1948	1506	973
CDIFF6300_017270	309	597	1417	1347	1023	339
CDIFF6300_017280	4935	10605	16340	16126	11100	7749
CDIFF6300_017290	32904	58877	103662	70021	47474	31117
CDIFF6300_017300	39	70	133	305	213	122
CDIFF6300_017310	0	2	1	2	1	1
CDIFF6300_017320	0	1	4	2	1	2
CDIFF6300_017330	235	564	921	882	649	308
CDIFF6300_017340	531	1195	2034	1855	1386	721
CDIFF6300_017350	43	39	78	63	37	22
CDIFF6300_017360	994	933	2949	2949	2475	1533
CDIFF6300_017370	5	36	38	52	21	10
CDIFF6300_017380	69	201	382	336	287	123
CDIFF6300_017390	14	28	90	196	142	55
CDIFF6300_017400	37	48	67	55	37	27
CDIFF6300_017410	22	59	84	62	58	36
CDIFF6300_017420	90	184	285	154	112	79
CDIFF6300_017430	60	113	163	97	81	50
CDIFF6300_017440	19	58	89	85	54	32
CDIFF6300_017450	38	46	89	53	54	31
CDIFF6300_017460	87	135	177	106	96	71
CDIFF6300_017470	149	235	390	245	141	76
CDIFF6300_017480	714	1435	2783	2333	1715	782
CDIFF6300_017490	56	126	213	177	124	42
CDIFF6300_017500	62	138	204	173	134	71
CDIFF6300_017510	7	24	20	36	18	6
CDIFF6300_017520	11	15	26	50	38	16
CDIFF6300_017530	11	29	44	70	54	32
CDIFF6300_017540	24	81	129	177	153	79
CDIFF6300_017550	9	25	62	94	72	45
CDIFF6300_017560	96	176	368	153	126	135
CDIFF6300_017570	201	313	560	251	219	221
CDIFF6300_017580	454	629	1146	441	284	288
CDIFF6300_017590	97	116	263	20	25	10
CDIFF6300_017600	363	641	1164	1184	943	512
CDIFF6300_017610	20	22	91	234	159	85
CDIFF6300_017620	591	777	2338	2225	1915	615
CDIFF6300_017630	0	0	0	0	0	0
CDIFF6300_017640	0	0	0	0	0	0
CDIFF6300_017650	16	35	75	74	39	25
CDIFF6300_017660	2	9	21	33	47	11
CDIFF6300_017670	8	7	6	5	2	3
CDIFF6300_017680	94	180	381	413	446	372
CDIFF6300_017690	2568	4799	8471	6443	5212	4312
CDIFF6300_017700	6	22	38	48	25	15
CDIFF6300_017710	6	25	18	54	44	21
CDIFF6300_017720	19113	28098	42765	18459	11342	13862
CDIFF6300_017730	24829	31866	48827	17994	12014	16514
CDIFF6300_017740	1042	1442	2356	1312	949	924
CDIFF6300_017750	35	70	138	106	84	33
CDIFF6300_017760	91	167	566	643	535	195
CDIFF6300_017770	27	66	85	78	65	46
CDIFF6300_017780	2	5	8	17	6	2
CDIFF6300_017790	0	3	9	23	10	10
CDIFF6300_017800	12	47	57	106	82	27
CDIFF6300_017810	28	71	119	146	83	70
CDIFF6300_017820	150	331	503	453	292	187
CDIFF6300_017830	171	269	589	873	544	305
CDIFF6300_017840	9	10	23	9	12	6
CDIFF6300_017850	28	38	71	28	24	21
CDIFF6300_017860	11	21	31	11	19	5
CDIFF6300_017870	176	369	622	272	238	175
CDIFF6300_017880	467	791	1499	466	434	257
CDIFF6300_017890	713	574	1926	654	528	195
CDIFF6300_017900	228	396	673	487	335	199
CDIFF6300_017910	102	207	329	146	106	91
CDIFF6300_017920	4	2	17	15	13	11
CDIFF6300_017930	5	11	38	40	52	23
CDIFF6300_017940	12	40	68	57	49	38
CDIFF6300_017950	11	39	76	64	54	44
CDIFF6300_017960	14	20	52	63	49	22
CDIFF6300_017970	2	5	13	9	8	2
CDIFF6300_017980	1	9	14	7	6	4
CDIFF6300_017990	0	2	6	5	3	1
CDIFF6300_018000	0	1	3	0	3	1
CDIFF6300_018010	9	10	13	19	11	12
CDIFF6300_018020	2	2	0	5	3	2
CDIFF6300_018030	11	28	29	25	22	17
CDIFF6300_018040	2	13	17	14	5	11
CDIFF6300_018050	36	86	149	111	54	50
CDIFF6300_018060	1555	2384	4380	2551	1778	1141
CDIFF6300_018070	70	103	169	112	96	61
CDIFF6300_018080	261	465	778	543	449	346
CDIFF6300_018090	533	1166	1925	1624	1044	751
CDIFF6300_018100	8	10	15	31	28	6
CDIFF6300_018110	12	31	49	57	43	36
CDIFF6300_018120	364	584	968	565	418	305
CDIFF6300_018130	412	771	1277	739	483	272
CDIFF6300_018140	0	5	7	20	18	4
CDIFF6300_018150	27	77	188	212	154	49
CDIFF6300_018160	441	731	1378	834	623	491
